Random waveform, supplied seed
Total number of intervals = 84 (6927, 52892, 98921, 61129, 40613, 53226, 38560, 103465, 104758, 94759, 37799, 8296, 69443, 12517, 43591, 20430, 93758, 10485, 16518, 83230, 5484, 55611, 20774, 96726, 32442, 73039, 74055, 51197, 59442, 35654, 78747, 42212, 52488, 36950, 16762, 79473, 61431, 87172, 108181, 80515, 37149, 13444, 72057, 70041, 90162, 52082, 24258, 72013, 58012, 45398, 50177, 34504, 66010, 73937, 55020, 53235, 97743, 5419, 14764, 7451, 48208, 16149, 78989, 18886, 75954, 44409, 16431, 85707, 58253, 103867, 21604, 90401, 84467, 99700, 32052, 18173, 67789, 51929, 83850, 18614, 29315, 108090, 27024, 49907)
Average QPS expected = 53837
Timestamp start: 1778164933566
Timestamp end: 1778166193869

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      341.7   485.2    80.4   136.0   151.9   261.1   317.7   349.9   374.1   404.6   451.4   561.8  2882.8  6448.2  8097.1  83206.0    83230
read      257.9   122.4   101.3   166.3   178.8   243.6   272.8   289.9   302.6   318.5   341.4   378.9   496.3  1491.0  4038.2   5480.8     5484
read      301.4   188.9    80.4   136.4   151.2   267.8   331.1   367.9   395.6   429.9   478.9   564.3   797.5  2245.7  5467.9  55571.2    55611
read      292.6   161.7    86.8   148.7   165.3   276.2   324.2   350.3   368.9   391.1   419.4   463.9   622.9  2033.4  4846.6  20802.1    20774
read      319.7   378.4    74.4   136.4   151.8   256.1   312.3   344.5   369.5   400.2   447.2   550.2  1941.0  5162.0  7999.8  96724.9    96726
read      315.6   219.9    80.4   141.8   159.6   290.5   352.6   386.3   409.9   437.9   476.3   538.1   714.2  2822.8  8754.4  32404.5    32442
read      655.1   959.6    80.4   148.2   168.9   294.4   366.0   428.0   529.5  1318.9  2005.8  2788.2  4311.9  7862.6  9701.3  72979.6    73039
read      258.3   106.9    80.4   130.9   144.7   239.0   293.4   322.6   343.3   367.0   396.2   438.8   541.9   804.5  1849.4  74070.9    74055
read      326.5   360.5    80.4   135.4   151.1   273.9   339.0   376.5   405.5   443.7   499.2   588.8  1278.9  5972.4 10031.0  51135.9    51197
read      272.1   134.5    80.4   132.5   146.6   252.3   308.7   338.3   359.7   384.7   417.2   468.7   606.0  1218.4  3607.2  59381.5    59442
read      319.7   269.4    80.4   140.2   157.5   286.2   344.7   377.5   401.2   430.1   468.8   543.2  1037.6  3831.4  8055.0  35711.7    35654
read      258.3   111.4    80.4   129.5   143.3   237.7   292.0   320.9   341.6   365.5   395.5   441.6   578.2   953.8  1895.1  78767.5    78747
read      316.0   348.0    80.4   135.0   150.8   273.1   331.4   364.7   389.7   421.1   465.6   550.5  1263.2  3995.9 12889.2  42259.3    42212
read      305.2   257.9    80.4   133.3   148.5   266.8   328.2   363.0   389.4   422.2   468.6   553.0   915.0  3851.3  7761.3  52516.7    52488
read      307.6   224.3    80.4   136.9   152.8   278.2   337.5   370.3   394.1   421.9   458.5   523.5   927.3  3320.1  6739.1  36930.7    36950
read      278.2   165.4    86.8   148.7   165.2   264.6   304.8   326.4   341.9   361.2   385.6   424.7   566.2  2019.2  7442.1  16787.0    16762
read      325.9   433.9    80.4   133.1   147.9   248.9   304.2   335.2   358.0   385.9   425.2   519.9  2713.3  5043.2  8088.0  79360.9    79473
read      263.0   105.3    80.4   131.7   146.2   248.2   301.6   329.3   348.3   370.9   398.8   439.7   536.4   735.8  2130.5  61485.7    61431
read      266.9   128.0    80.4   132.6   147.5   245.2   297.7   327.4   348.7   373.9   406.8   461.0   611.4  1212.5  3061.6  87195.0    87172
read      307.2   184.0    80.4   141.9   159.3   269.4   327.5   363.2   391.2   428.1   486.3   595.6   910.3  1831.8  4581.6 108098.0   108181
read      266.6   125.8    80.4   132.1   146.8   245.3   298.8   328.5   349.7   374.5   406.4   459.6   607.2  1109.6  3102.1  80502.4    80515
read      322.4   283.3    86.8   138.7   156.6   284.8   343.2   377.2   402.1   433.3   477.7   560.8  1088.5  4073.8  9068.9  37220.0    37149
read      275.6   162.8    86.8   152.0   168.4   259.7   296.3   316.6   331.8   348.7   372.0   410.4   658.2  2222.0  4922.0  13513.0    13444
read      300.0   320.0    80.4   130.9   145.3   245.3   301.1   332.2   354.8   382.2   419.9   501.6  1744.5  3966.8  7955.2  71877.4    72057
read      261.5   113.8    80.4   131.2   145.3   242.5   296.0   325.1   345.5   369.6   399.7   447.8   566.2   842.9  2518.6  70146.8    70041
read      256.0   111.6    74.4   130.7   144.4   234.9   286.9   315.8   336.8   361.2   391.8   437.1   564.9  1032.3  2143.6  90204.2    90162
read      314.5   263.4    80.4   135.3   150.8   269.9   331.1   366.1   393.0   427.2   479.1   583.0  1238.9  3391.9  7725.4  52051.4    52082
read      297.9   225.7    86.8   140.1   156.3   273.4   325.0   352.4   371.0   393.3   421.4   465.9   890.3  3180.1  7582.7  24252.2    24258
read      303.7   361.4    80.4   132.0   146.3   245.5   301.2   331.4   353.0   378.6   413.7   485.8  1886.1  4959.4  8068.6  72118.1    72013
read      274.9   156.4    80.4   133.1   147.2   253.1   308.5   337.6   358.6   383.4   416.1   468.9   636.0  1873.4  4698.6  58015.1    58012
read      278.6   123.4    80.4   135.4   149.6   263.2   317.9   347.9   369.8   395.1   426.8   473.4   582.2  1075.8  2770.3  45411.2    45398
read      276.8   123.1    80.4   133.4   147.2   260.4   316.3   346.7   369.1   395.1   427.7   477.9   588.7  1055.4  2720.8  50221.0    50177
read      312.7   282.3    80.4   135.8   151.7   276.9   335.9   368.2   391.6   419.0   454.6   517.3  1087.6  4101.6  7908.5  34505.1    34504
read      280.8   267.4    80.4   132.0   146.2   245.9   301.3   330.4   350.8   374.2   404.5   458.6   847.5  4207.7  7807.7  65987.6    66010
read      259.9   126.4    80.4   129.8   143.7   240.4   294.6   323.1   343.2   366.5   395.6   439.0   560.9  1004.7  3431.7  74075.6    73937
read      284.5   138.9    80.4   131.5   146.4   264.4   323.1   356.0   379.5   407.3   444.3   505.3   640.6  1280.1  3433.3  55108.1    55020
read      278.5   159.8    80.4   131.0   145.0   257.9   314.5   345.5   368.3   395.1   428.7   483.2   621.2  1883.8  4724.6  53302.8    53235
read      267.7   190.1    80.4   132.8   147.3   239.9   291.6   320.5   341.9   367.1   399.0   452.3   623.4  3323.8  6301.8  97754.7    97743
read      223.8    88.5    93.8   148.2   158.5   213.2   237.4   251.9   262.9   274.8   293.2   322.5   405.5  1193.4  2768.3   5403.9     5419
read      261.4   115.8    86.8   145.4   160.9   251.7   288.8   308.6   322.2   339.8   362.0   396.5   494.2  1514.7  2563.6  14750.1    14764
read      233.9   111.4    86.8   149.0   160.8   223.2   250.8   266.4   276.9   290.8   308.8   337.8   417.4  1356.4  3748.1   7490.4     7451
read      302.4   242.3    80.4   133.1   148.7   268.3   327.4   360.8   385.8   416.9   460.2   539.4   862.9  3346.2  7944.6  48155.9    48208
read      281.6   155.6    80.4   149.1   166.4   266.2   307.3   329.7   345.4   365.4   391.2   432.9   636.2  1981.4  7079.3  16123.5    16149
read      341.6   457.4    80.4   134.7   150.8   261.7   319.0   351.6   375.6   405.4   450.8   563.0  2775.2  5632.3  8093.8  78813.3    78989
read      293.8   175.7    86.8   145.5   163.7   275.6   321.8   346.6   365.1   386.5   414.4   463.3   759.3  2329.8  6398.8  18926.9    18886
read      333.8   433.1    80.4   134.5   150.2   257.5   312.7   343.8   367.3   396.4   437.2   546.1  2697.3  5015.8  8040.4  75961.3    75954
read      305.6   203.6    80.4   136.5   152.4   275.9   334.9   368.3   393.8   425.8   470.1   550.0   796.6  2733.4  5747.3  44395.1    44409
read      269.8   116.6    80.4   145.0   161.1   260.5   300.6   321.8   338.0   356.5   379.4   417.2   522.4  1292.9  2903.0  16459.7    16431
read      314.9   410.6    80.4   132.2   146.7   245.6   299.8   330.5   352.7   379.7   417.5   498.5  2616.5  5071.8  8011.2  85556.9    85707
read      268.2   352.6    80.4   133.4   147.9   250.4   304.7   332.1   351.1   373.1   400.9   444.1   551.7   981.8  4473.5  58089.1    58253
read      279.6   144.6    80.4   138.4   154.1   254.6   307.0   337.2   359.8   387.2   424.3   491.9   690.7  1480.0  3805.6 104151.5   103867
read      285.6   139.7    86.8   143.0   160.1   272.8   320.2   345.3   363.5   384.1   409.7   451.5   584.0  1787.0  3445.7  21681.8    21604
read      315.7   410.4    80.4   133.9   148.9   249.7   305.7   337.1   360.5   389.0   429.1   526.4  2275.0  4829.0  7918.0  90300.0    90401
read      257.6   121.4    80.4   131.1   145.1   238.0   290.7   319.1   339.3   362.5   391.3   433.8   544.6  1015.0  3422.4  84465.4    84467
read      263.7   113.4    74.4   134.9   150.0   245.7   296.6   324.6   344.7   368.4   398.3   445.9   565.2   776.1  2761.8  99753.7    99700
read      263.2   101.7    80.4   142.7   159.0   262.0   298.0   316.7   330.3   345.3   366.3   397.4   463.8   584.0  2035.7  32110.4    32052
read      255.7    80.0    86.8   152.4   169.4   253.4   282.5   297.3   309.3   321.6   339.9   367.3   426.4   549.5  2238.1  18170.6    18173
read      258.5   101.8    74.4   131.6   145.8   244.3   297.1   324.3   342.9   364.4   390.6   428.5   505.7   637.3  1955.8  67829.8    67789
read      263.8   100.5    80.4   134.8   149.9   255.4   304.8   328.8   345.0   364.7   388.7   424.2   497.3   631.7  2495.5  51873.8    51929
read      259.5   111.5    80.4   131.4   146.0   242.7   294.9   322.8   342.6   365.7   394.2   435.5   538.3   708.0  2302.5  83882.7    83850
read      275.2    95.8    86.8   156.6   176.2   269.6   303.2   320.9   335.9   352.6   374.2   410.7   499.1   699.4  2827.3  18657.3    18614
read      277.2   106.9    86.8   146.6   164.8   272.6   311.8   332.8   347.2   366.3   390.2   426.7   509.5   694.9  3178.8  29272.0    29315
read      294.1   130.2    80.4   142.7   160.9   272.2   326.2   357.3   380.1   408.2   449.4   524.6   694.4  1019.6  2240.8 108161.3   108090
read      280.2    92.4    80.4   153.9   173.1   276.4   313.5   333.7   347.4   365.5   388.0   423.0   503.1   676.7  2171.5  27013.1    27024
read      264.4   104.5    80.4   134.3   149.7   256.6   304.9   328.7   344.9   364.5   388.6   424.2   499.3   639.7  2960.8  49821.2    49907

Total QPS = 53835.5 (67832744 / 1260.0s)

Total connections = 64
Misses = 0 (0.0%)
Skipped TXs = 0 (0.0%)

RX 16754687521 bytes :   12.7 MB/s
TX          0 bytes :    0.0 MB/s
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 99.84%,1.51%,100.00%
