Timestamp start: 1778760371212
Timestamp end: 1778761501563

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      339.3   655.9    74.4   118.8   133.0   239.7   293.8   324.2   347.9   379.9   429.7   553.8  3886.9  7527.0 10246.4  84435.4    84534
read      250.1   169.2    74.4   116.6   129.3   226.9   279.1   305.2   322.8   343.8   371.8   425.9   670.6  2355.6  4425.0  72585.4    72631
read      269.9   168.8    74.4   116.9   129.8   247.3   300.0   330.4   354.5   385.5   427.3   495.3   670.5  2264.3  4333.5  49447.6    49291
read      291.0   254.2    74.4   115.3   128.3   243.6   304.7   341.6   372.5   414.4   472.8   578.0  1203.5  3308.8  7399.7  62315.8    62175
read      243.9   167.1    74.4   115.9   128.6   221.5   273.1   299.3   317.1   338.1   365.3   409.8   582.4  2539.3  5218.2  80261.6    80213
read      255.7   143.3    80.4   131.3   150.4   242.1   279.5   299.7   314.4   332.0   354.8   392.7   543.7  1877.2  3127.9  16613.4    16566
read      296.7   272.1    74.4   116.3   129.5   250.2   307.7   343.7   373.9   415.7   475.0   584.3  1231.1  3340.3  7722.7  54062.6    53985
read      265.3   264.3    74.4   120.0   134.1   231.2   280.6   307.4   327.0   351.3   386.1   451.6   747.3  3853.6  7625.8 101962.0   101949
read      269.3   203.4    80.4   128.0   145.2   249.9   290.8   315.0   333.8   356.3   386.1   432.2   593.9  2613.5  8926.8  24117.8    24076
read      298.2   323.6    68.9   115.0   128.3   249.8   309.6   347.0   378.7   419.7   476.6   573.4  1107.1  4791.7  9525.5  52570.0    52574
read      258.0   219.6    68.9   119.8   133.8   229.6   278.7   305.6   324.8   348.8   383.2   444.1   666.5  3450.4  6957.4 106308.0   106271
read      249.0   138.9    74.4   120.2   134.2   229.2   277.1   303.2   321.2   344.2   374.8   428.7   577.7  1802.6  3757.2 105287.2   105451
read      254.0   198.4    74.4   116.3   129.1   223.2   274.4   301.7   320.5   343.7   375.7   439.6   850.0  2879.0  5079.6  86081.8    86087
read      300.3   210.5    74.4   127.1   144.2   268.5   324.9   361.9   390.2   424.3   469.7   544.3   785.0  2820.5  7656.5  29213.6    29108
read      317.9   704.6    68.9   122.5   137.9   244.0   295.6   324.8   347.2   378.5   426.8   528.4  1339.1  7032.4  9672.0 100950.4   101115
read      236.1   107.9    68.9   116.8   129.5   222.9   272.7   296.8   313.3   332.2   356.0   394.0   498.9   810.0  2177.8  74312.6    74326
read      234.7    99.3    74.4   116.5   129.2   222.2   271.7   295.5   311.8   330.3   354.0   392.4   489.9   728.5  1643.6  75802.8    75832
read      238.0   106.6    74.4   118.1   131.0   221.5   270.0   295.2   313.0   333.9   361.2   404.3   527.2  1033.5  2352.1  94955.6    94901
read      229.9    85.0    80.4   140.7   160.2   226.8   247.6   259.3   268.0   277.7   292.5   316.7   385.6   809.4  3645.0  15790.4    15809
read      238.3    95.9    80.4   131.3   146.7   238.9   266.3   280.2   290.2   301.7   316.6   341.5   413.0   694.4  3057.6  28917.0    28874
read      241.1    93.0    74.4   123.0   136.5   238.6   280.4   299.5   312.6   327.4   345.3   374.0   453.5   675.8  1960.6  52041.0    51882
read      242.2    90.7    74.4   132.3   147.4   242.8   272.3   287.3   297.0   310.3   325.6   352.0   427.8   838.5  2371.0  32652.4    32653
read      239.7    96.7    74.4   124.5   138.4   240.4   274.9   291.4   302.8   315.7   333.1   360.3   433.1   872.3  2504.1  41692.8    41676
read      236.7    98.4    74.4   118.3   130.7   229.3   276.1   297.5   312.2   328.7   348.7   381.4   466.1   764.2  2722.7  62955.2    63019
read      235.3   114.3    74.4   117.3   130.1   218.7   266.3   291.3   309.1   329.7   356.7   400.6   519.6   928.1  3612.8  99378.6    99164
read      239.0    97.3    74.4   122.2   135.6   238.1   276.4   294.4   306.8   319.8   338.5   366.5   441.1   798.5  3215.7  46823.2    47055
read      236.9    99.8    74.4   118.3   131.0   229.1   276.3   297.8   312.5   329.1   349.3   382.8   469.5   679.5  2721.1  62435.8    62394
read      237.9   107.4    68.9   118.3   131.3   221.7   269.7   294.9   312.9   333.8   361.2   404.2   528.0   857.9  2035.6  98324.4    98519
read      237.9    88.4    74.4   128.1   142.5   239.1   268.4   283.2   293.2   305.6   319.8   345.3   420.7   869.2  2286.2  32068.6    32122
read      237.1    93.0    68.9   121.0   134.2   236.2   275.8   294.0   306.6   319.8   338.2   366.0   435.7   674.2  2481.9  49667.4    49464
read      233.4    91.4    80.4   133.0   148.5   233.5   258.0   270.6   279.6   290.6   304.8   327.9   397.0   736.4  4397.7  23988.8    24034
read      233.0    97.8    74.4   115.9   128.5   219.9   269.4   293.5   310.0   328.7   352.3   390.5   488.3   703.1  1810.7  77694.0    77363
read      232.9   101.5    74.4   116.4   129.1   217.4   266.0   291.1   308.7   328.8   354.4   395.3   499.3   720.9  2191.2  91781.0    91698
read      235.7    85.5    74.4   123.9   137.6   237.8   270.9   286.9   297.1   310.5   325.8   350.7   418.3   591.6  2076.9  39017.2    38997
read      233.6    99.8    74.4   116.0   128.7   218.5   268.1   293.1   310.5   330.3   355.3   394.8   498.3   884.0  1983.9  86315.6    86028
read      232.8   103.0    74.4   116.1   128.6   218.3   267.9   292.6   309.6   328.7   352.7   392.3   491.9   731.1  2446.1  83038.6    83012
read      225.7    77.0    80.4   140.1   158.4   222.9   242.9   253.9   262.9   272.4   286.8   310.8   378.3   678.1  2976.6  15018.0    15024
read      235.6   100.7    74.4   118.9   131.3   230.3   274.6   294.9   308.7   323.5   343.0   372.8   453.2   766.6  2411.1  56513.4    56640
read      235.6   107.5    74.4   117.2   130.2   219.7   267.8   292.6   310.2   330.7   357.2   400.0   514.7   871.6  2631.4  97441.6    97362
read      241.7   107.4    74.4   120.0   133.7   225.4   272.3   297.3   315.3   337.0   365.8   414.8   539.6   931.1  2431.2 107577.4   107412
read      236.0   105.2    74.4   117.6   130.2   227.0   274.8   296.8   311.8   328.5   349.0   383.2   470.0   853.5  2392.5  64940.6    65030

Total QPS = 58262.5 (65836632 / 1130.0s)

Total connections = 64
Misses = 65836632 (100.0%)
Skipped TXs = 0 (0.0%)

RX  197509896 bytes :    0.2 MB/s
TX          0 bytes :    0.0 MB/s
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 99.84%,10.15%,100.00%
