Timestamp start: 1778759203736
Timestamp end: 1778760334079

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      313.8   233.8    74.4   120.4   137.2   280.0   348.1   386.8   413.7   445.0   486.6   550.8  1005.9  3098.8  7275.9  35596.8    35654
read      276.7   369.1    74.4   117.4   130.3   228.7   282.6   310.6   330.7   355.4   391.3   466.4  1071.6  6402.8  8083.3  78804.8    78747
read      264.5   152.2    80.4   119.6   132.5   246.0   293.8   321.3   343.3   370.7   406.3   466.2   645.4  1815.5  3837.0  42225.4    42212
read      271.1   173.8    74.4   117.0   129.3   242.8   297.6   331.2   358.2   392.2   437.0   513.4   742.6  2090.6  4334.5  52556.8    52488
read      319.7   259.2    74.4   120.9   137.2   281.6   354.1   394.3   422.5   456.0   499.7   568.5  1024.6  3480.7  7775.5  36984.0    36950
read      260.9   151.5    80.4   133.4   152.1   243.9   280.8   302.2   317.7   337.2   362.7   403.4   590.5  1993.9  5815.3  16754.8    16762
read      278.2   389.6    74.4   117.2   130.1   229.9   283.3   311.1   331.3   356.4   392.7   471.6   967.3  6661.1  8425.0  79317.0    79473
read      290.0   232.9    74.4   116.8   129.6   243.8   305.5   343.7   376.1   420.0   478.7   584.4  1098.2  2910.2  7089.4  61212.8    61431
read      251.9   183.5    74.4   118.0   130.9   225.2   277.9   306.0   325.6   349.1   381.8   437.0   666.3  2446.5  6076.0  87019.6    87172
read      250.3   132.8    74.4   120.8   134.7   228.6   278.4   305.7   325.5   349.4   382.9   437.8   602.9  1447.6  3076.3 108418.8   108181
read      253.6   220.8    74.4   116.7   129.2   223.9   277.0   304.7   323.9   346.3   377.2   434.5   692.7  3318.3  7204.5  80467.6    80515
read      309.8   191.3    74.4   122.3   139.1   281.0   350.3   390.0   417.7   450.1   492.3   555.0   781.2  2371.0  3973.0  37230.8    37149
read      249.6   131.2    86.8   140.1   159.4   234.1   264.7   282.1   295.2   312.3   335.4   373.7   564.7  1708.1  4040.4  13448.2    13444
read      305.2   434.3    74.4   116.5   129.1   236.7   299.5   340.0   374.3   422.0   487.5   585.1  1113.0  6725.2  8161.9  72117.2    72057
read      271.5   185.0    74.4   115.2   127.5   230.8   293.4   332.5   365.1   407.7   466.2   552.4   768.0  2132.3  5037.6  70104.8    70041
read      243.0   137.9    74.4   117.2   129.9   221.3   273.0   300.3   319.2   341.9   371.1   422.2   591.6  1359.2  5758.3  90217.4    90162
read      271.1   181.0    74.4   117.5   129.7   243.2   297.2   329.5   354.7   388.2   433.1   508.0   753.1  2243.5  5009.0  52110.6    52082
read      284.3   184.8    80.4   128.2   145.8   264.0   312.8   340.3   360.6   384.2   413.9   462.0   670.7  2537.5  6959.4  24144.2    24258
read      333.3   572.2    74.4   118.5   131.7   242.1   303.9   343.5   378.5   429.3   500.8   614.1  2158.6  6968.8  8584.1  71932.2    72013
read      291.5   306.0    74.4   116.5   129.2   242.4   302.3   338.9   369.5   409.7   465.5   560.3  1106.0  4501.7  8842.1  58085.2    58012
read      271.0   224.8    74.4   118.1   130.6   243.9   293.9   323.9   347.8   378.5   418.8   484.2   682.5  3220.7  7288.2  45555.4    45398
read      259.3   159.8    74.4   116.9   129.1   239.0   290.0   318.6   341.2   370.1   407.7   467.6   610.3  1971.2  4949.6  50165.8    50177
read      300.5   230.2    74.4   121.1   137.1   269.1   330.6   367.1   393.4   424.4   464.2   532.5   816.7  3202.7  7738.9  34558.6    34504
read      297.8   377.7    74.4   116.3   128.8   237.1   297.7   334.9   365.3   406.4   466.1   564.7  1243.9  5718.1  7994.5  66154.0    66010
read      278.3   237.6    74.4   116.3   128.9   231.1   290.8   324.5   352.6   392.2   457.8   575.1  1035.7  2792.2  7306.4  73882.2    73937
read      280.2   221.1    74.4   116.2   128.9   243.9   301.9   337.4   367.0   404.0   454.4   537.8   864.9  3012.7  6493.7  54866.8    55020
read      264.5   148.6    74.4   117.1   129.5   241.9   295.3   326.9   352.0   384.8   427.2   492.3   642.9  1668.9  3469.1  53342.0    53235
read      250.1   171.8    74.4   118.1   131.1   223.2   274.2   301.6   320.8   344.2   375.2   431.7   675.5  2576.7  4094.1  97515.6    97743
read      215.8    97.1    86.8   146.3   159.7   206.3   225.8   235.9   245.6   255.5   270.4   295.4   397.4  1283.6  3309.8   5399.6     5419
read      265.7   145.5    80.4   137.9   157.8   251.0   287.1   307.1   321.0   339.8   364.3   403.6   587.8  2165.6  4039.1  14647.4    14764
read      231.8   106.8    93.8   146.9   163.1   221.5   245.0   258.6   268.7   280.9   296.9   327.7   454.8  1384.0  4498.3   7426.2     7451
read      296.0   289.6    74.4   119.3   132.7   252.8   308.8   343.8   373.0   410.2   462.3   561.2  1082.8  3821.9  8472.0  48174.0    48208
read      265.4   202.7    80.4   136.8   155.6   248.2   285.1   306.1   320.8   339.5   364.3   403.5   603.8  2001.4  9309.6  16092.4    16149
read      266.9   201.9    74.4   115.0   127.4   225.8   283.5   315.7   341.4   376.0   432.3   545.3   917.9  2387.9  6316.1  79029.6    78989
read      264.6   175.0    80.4   130.7   148.6   245.2   283.5   305.1   320.1   339.9   365.4   406.9   777.0  2396.7  7147.6  18785.2    18886
read      368.1   754.6    74.4   115.9   129.4   238.6   301.0   339.6   371.3   414.0   478.5   623.8  4706.8  8460.3 13457.3  75964.4    75954
read      287.0   223.9    74.4   118.9   133.6   255.2   309.9   342.9   369.6   401.7   445.6   523.2   887.3  2910.4  7662.6  44458.0    44409
read      256.5   134.1    74.4   133.0   152.1   244.1   278.7   297.7   312.4   329.3   351.0   387.9   550.4  1907.5  3592.4  16544.2    16431
read      314.3   588.0    74.4   118.3   131.9   232.6   287.2   316.7   339.0   366.9   406.4   493.7  3234.6  7443.8  9663.9  85679.2    85707
read      276.7   238.6    74.4   114.1   126.7   241.3   296.3   328.8   354.6   388.3   434.7   520.2   914.7  3259.3  7679.1  58153.4    58253
read      253.3   194.0    74.4   117.7   131.0   224.1   274.4   301.8   320.9   344.8   378.0   436.9   743.3  2727.7  6162.4 103973.8   103867
read      266.4   161.2    74.4   126.9   144.4   250.0   291.2   314.2   331.1   350.8   377.0   419.5   621.5  2224.1  5030.4  21557.4    21604
read      273.2   298.5    74.4   115.8   128.7   224.4   278.8   308.3   329.7   356.9   397.2   498.3  1238.7  4176.8  7782.8  90025.0    90401
read      239.0   137.8    74.4   115.2   127.8   219.4   271.7   298.0   316.1   337.5   364.9   408.4   546.7  1371.8  4464.0  84105.2    84467
read      242.2   131.9    74.4   117.4   130.1   221.2   271.9   298.6   317.6   340.5   370.7   422.3   575.0  1421.4  3063.3  99849.4    99700
read      289.5   197.8    74.4   119.5   135.9   266.2   321.4   353.6   376.3   402.7   435.4   491.4   724.8  2742.4  5075.3  31980.2    32052
read      254.2   140.7    74.4   128.3   145.5   240.2   276.7   297.1   312.4   330.0   353.1   393.5   586.1  1909.1  3065.1  18187.2    18173
read      270.9   204.2    74.4   112.3   123.8   231.4   292.0   327.2   356.7   396.5   452.9   544.7   890.4  2398.0  6265.4  67726.2    67789
read      263.7   182.0    74.4   113.8   126.0   239.0   291.4   321.2   345.0   375.8   416.9   482.3   680.6  2634.5  4390.2  51849.6    51929
read      244.7   191.4    74.4   114.7   127.1   218.4   271.6   298.8   317.4   339.8   368.8   421.0   630.0  2760.3  6593.8  83892.8    83850
read      257.8   148.8    74.4   127.8   145.4   243.1   281.6   302.3   317.3   335.5   359.1   397.1   597.9  2096.5  3674.1  18687.2    18614
read      279.6   172.3    74.4   120.8   137.5   259.3   309.5   338.4   360.2   385.5   416.3   464.0   695.6  2362.5  3224.8  29230.6    29315
read      300.7   448.0    74.4   121.8   136.6   240.6   295.2   326.6   350.8   383.2   430.6   527.1   985.8  6710.0  9177.4 108069.0   108090
read      266.6   157.2    74.4   122.6   138.6   248.0   290.0   315.1   335.0   359.7   391.7   441.4   673.5  2094.3  3295.2  27025.2    27024
read      283.5   226.5    74.4   114.7   127.6   247.4   304.5   339.3   367.8   403.7   454.8   543.6   912.1  3078.9  6902.2  49760.4    49907
read      204.6    75.7    86.8   138.8   152.5   198.9   216.4   226.5   233.2   242.4   253.5   273.2   330.2  1210.1  2862.8   9172.8     9150
read      243.6   102.5    74.4   120.2   133.6   238.0   276.1   296.7   312.3   330.3   353.5   391.5   471.9   986.8  2763.7  34287.2    34328
read      270.3   229.4    74.4   114.0   126.1   239.6   291.9   321.6   346.3   377.6   419.4   489.1   837.0  3327.4  7650.8  51842.6    51881
read      245.1   146.7    80.4   130.4   148.1   230.9   263.6   281.5   294.4   310.6   331.6   366.3   534.9  2119.2  4698.2  14579.4    14569
read      249.3   191.2    74.4   115.1   127.6   220.5   273.3   300.3   318.9   341.5   371.5   429.4   736.1  2578.6  6884.4  81449.2    81517
read      235.2   109.7    74.4   114.4   126.7   218.7   271.2   297.1   314.8   335.3   361.1   400.6   509.5   947.4  2956.0  78651.8    78694
read      236.4   116.1    74.4   114.8   127.4   217.2   268.6   295.4   314.1   335.9   364.4   410.1   545.3  1067.8  2544.7  93326.0    93409
read      301.7   227.1    68.9   115.0   130.3   272.4   339.9   378.2   403.7   433.6   471.6   533.7   782.8  3113.1  7217.1  39148.2    39093
read      250.3   145.4    80.4   128.2   144.8   234.5   268.7   288.4   303.0   320.7   345.7   388.3   588.5  2118.6  3835.9  18689.6    18729
read      295.1   391.3    74.4   112.4   124.4   231.9   293.7   330.4   360.9   400.2   455.8   547.8  1525.7  6110.3  8274.4  70858.2    70818
read      267.6   153.8    74.4   123.5   140.9   252.9   297.1   320.9   338.5   358.7   384.0   424.9   604.0  2128.9  3425.9  22009.8    21942
read      255.6   286.7    68.9   115.6   128.4   222.1   273.6   300.9   319.9   343.1   373.7   428.9   654.9  5082.0  8707.3  91865.2    91810
read      308.9   322.6    74.4   114.3   129.4   267.4   333.1   371.6   399.2   431.7   473.6   544.3  1042.9  4117.4  9888.1  39610.0    39588
read      310.0   240.9    74.4   113.9   129.2   279.1   353.1   392.3   419.2   450.6   491.0   549.8   806.7  3198.3  7559.8  40984.4    40957
read      261.6   182.4    74.4   111.7   122.9   232.3   288.8   319.9   345.2   378.3   424.1   501.0   731.6  2411.2  3971.5  62635.6    62645
read      245.9   147.0    74.4   128.7   146.1   234.5   268.9   287.5   300.5   316.3   337.1   369.8   503.6  1462.4  7681.6  15589.4    15539
read      273.6   355.0    74.4   118.7   132.5   229.4   281.3   309.7   330.8   357.5   395.4   467.5   768.9  6346.2  8022.1 107861.0   107672
read      286.5   213.2    74.4   117.0   132.7   260.0   315.1   347.0   370.6   398.1   431.9   489.7   853.7  2793.7  7554.6  33025.2    32954
read      265.7   195.0    74.4   112.9   124.9   237.8   292.6   323.7   348.1   381.0   425.5   501.1   732.3  2510.0  5898.2  58853.0    58866
read      268.4   157.9    74.4   121.9   139.1   252.6   298.7   323.8   342.1   363.4   389.7   430.5   617.9  1933.9  3477.4  23646.4    23739
read      260.5   179.7    74.4   113.2   125.1   237.4   289.6   318.2   341.3   371.1   412.3   475.8   644.4  2461.9  5056.3  54597.0    54701
read      254.0   149.2    74.4   111.7   123.1   232.8   287.6   317.5   341.1   371.3   411.2   471.2   615.0  1606.7  4363.4  60832.8    60706
read      341.1   635.2    74.4   114.1   126.9   236.2   298.1   335.7   365.9   404.7   463.4   576.5  3841.5  7735.1 10136.6  72406.6    72350
read      268.5   182.1    74.4   112.7   124.7   237.9   295.1   328.9   356.1   391.1   437.9   520.5   779.1  2089.6  4836.3  58952.8    58661
read      297.0   228.9    74.4   116.2   131.9   271.4   334.4   368.6   392.5   419.6   453.7   506.3   746.7  3209.5  7712.7  34878.6    34912
read      275.6   382.6    74.4   118.2   131.8   228.8   280.5   309.0   329.8   355.8   392.7   463.1   801.7  6394.5  8107.3 103290.2   103268
read      297.3   206.3    74.4   114.8   130.3   269.9   336.6   373.9   400.1   429.3   466.3   525.9   730.8  2884.5  4383.0  38526.6    38703
read      269.6   372.1    74.4   115.2   128.2   223.9   277.5   305.7   325.6   349.0   382.9   449.0   816.2  6399.1  8092.3  83276.4    83358
read      274.0   244.9    68.9   113.4   125.4   239.2   294.1   325.7   351.8   385.6   431.1   511.4   844.8  3549.5  7541.2  57527.4    57408
read      245.1   191.4    74.4   114.9   127.5   218.9   271.4   298.8   317.8   340.4   369.7   420.4   622.9  3013.6  6375.6  86668.2    86837
read      289.1   184.2    74.4   117.2   133.5   267.2   325.1   358.4   382.2   408.4   442.0   497.4   708.8  2470.6  5262.0  33407.0    33517
read      278.5   304.7    74.4   112.8   124.6   233.2   292.9   326.8   354.2   390.8   442.5   531.7   922.3  5181.6  8179.1  66201.2    66204
read      253.9   163.2    74.4   112.4   123.8   222.8   281.3   312.8   336.8   368.0   413.6   496.5   688.1  1786.7  4199.5  73787.4    73758
read      258.9   219.9    74.4   118.0   131.3   227.0   278.5   306.7   326.9   351.6   387.1   457.6   826.6  2912.6  7906.6  99604.2    99742
read      254.9   148.7    74.4   121.9   136.2   231.5   281.5   309.1   329.1   353.9   388.4   448.3   638.5  1681.1  4301.0 109599.6   109462
read      241.1   126.3    74.4   117.0   129.7   220.5   271.3   298.3   317.4   340.3   369.8   419.3   569.8  1277.0  3595.7  94481.6    94453
read      279.6   225.5    74.4   120.1   133.5   250.9   302.1   333.2   357.5   388.2   429.7   505.7   775.9  2994.9  8189.3  44151.2    44096
read      260.6   206.2    74.4   119.0   132.3   227.4   278.9   307.3   327.9   353.7   390.7   463.3   882.3  2663.5  6457.5 100348.0   100467
read      225.8   130.4    80.4   140.5   157.5   215.0   235.6   248.9   258.4   270.4   287.2   314.9   443.4  1499.9  6903.5   8576.4     8576
read      268.9   193.9    74.4   115.2   127.9   239.7   295.2   326.3   350.9   383.5   428.9   507.2   782.3  2134.1  7495.9  59034.6    59359
read      219.3   127.6    80.4   140.3   155.2   209.7   230.3   242.3   251.2   262.4   275.2   300.8   402.7  1538.8  6031.4   7591.2     7614
read      357.9   586.1    74.4   115.5   128.8   247.5   312.2   354.8   392.5   442.9   520.0   684.5  3415.3  7660.8 10349.7  60339.6    60329
read      278.6   256.8    74.4   118.9   132.0   248.0   298.8   328.6   351.7   380.9   420.9   490.8   839.4  3923.7  7935.2  43561.2    43762
read      324.8   490.6    74.4   113.7   126.1   236.1   299.1   340.7   377.1   426.9   496.1   625.3  2485.0  6920.5  8086.9  66691.0    67038
read      285.4   224.9    74.4   121.9   139.3   259.7   310.3   338.0   357.9   380.7   409.5   459.2   960.3  2968.6  7744.7  26171.4    26095
read      280.0   273.5    74.4   113.3   125.5   229.5   290.8   327.5   359.4   403.1   468.0   572.3   939.2  4419.1  7409.8  71247.8    71173
read      266.9   241.6    74.4   122.1   136.8   234.7   285.7   313.9   335.3   361.9   398.8   467.8   728.3  3187.5  7827.9 109579.6   109276
read      237.8   140.7    86.8   133.0   150.0   223.7   252.6   269.3   281.6   295.7   315.9   350.0   551.5  1819.0  7588.9  13126.2    13150
read      285.1   277.7    74.4   114.7   127.2   238.5   296.9   332.6   362.4   401.6   457.9   556.5  1093.7  4028.5  7756.4  61144.2    61250
read      252.3   228.6    74.4   116.1   128.8   222.7   275.6   303.2   322.1   345.0   375.2   432.1   694.4  3745.7  7139.3  84532.6    84472
read      237.3   116.4    74.4   115.3   127.8   218.9   271.2   297.2   315.3   336.4   362.9   403.6   533.5  1261.7  3111.4  82129.4    82226
read      289.2   236.0    74.4   121.6   138.5   260.6   311.8   340.5   361.7   386.2   417.3   469.9  1005.4  3283.7  7542.2  27726.2    27671
read      287.7   467.9    74.4   119.1   132.7   230.3   283.3   312.5   334.0   360.6   397.2   466.4   898.4  6857.7  8754.1  98565.4    98736
read      242.5   124.4    74.4   118.5   131.7   222.5   271.7   297.9   317.0   339.8   369.8   421.1   569.1  1298.1  3182.1 106280.0   106314
read      246.7   132.8    74.4   118.9   132.4   224.7   274.8   302.4   321.5   345.2   377.1   432.5   593.0  1395.3  3557.8 104627.2   105027
read      246.5   135.5    68.9   118.3   131.4   224.4   275.4   302.5   321.3   344.7   375.7   429.3   599.5  1624.3  3096.0  96723.8    96867
read      238.4   122.5    74.4   115.4   128.1   218.5   270.1   296.9   315.7   337.7   365.9   412.4   559.8  1140.8  3126.2  89540.6    89493
read      276.6   213.1    74.4   115.0   127.7   242.5   295.9   328.8   355.5   390.7   437.1   524.5   957.9  2822.7  5048.1  50555.6    50538
read      276.4   221.3    74.4   124.2   142.2   248.4   291.5   315.9   334.4   357.0   388.0   441.5  1039.6  2888.8  7606.7  22131.0    22083
read      264.9   183.7    74.4   114.6   127.2   240.3   290.9   319.9   343.5   373.4   415.4   484.3   707.4  2505.4  5263.0  48694.2    48618
read      247.3   176.3    74.4   115.6   128.4   219.1   270.6   298.0   317.6   341.4   373.4   433.3   713.4  2594.5  5223.1  94203.4    94298
read      296.9   355.2    74.4   114.7   127.5   241.0   301.2   338.3   368.7   408.1   463.0   555.8  1247.1  5339.5  7995.6  63716.6    63579
read      307.7   342.6    68.9   115.6   128.5   242.7   304.2   342.6   375.3   420.1   484.4   610.6  1737.9  4483.0  7963.1  64705.6    64573
read      282.2   321.1    74.4   115.9   128.6   228.1   285.0   316.1   340.1   371.2   423.6   548.8  1380.5  4574.4  8079.1  77156.4    77178
read      277.5   179.9    74.4   123.4   139.5   256.7   302.4   329.3   349.6   374.6   407.5   462.3   729.3  2528.5  4433.6  29793.6    29824
read      380.3   669.6    68.9   116.5   130.0   247.0   311.2   354.5   391.8   443.1   525.1   778.6  4211.4  7729.7 10170.8  64331.4    64495
read      311.6   516.5    80.4   129.7   147.6   245.4   283.3   306.4   324.0   346.9   381.5   452.5  2084.5  7947.7 13073.0  20957.2    20917
read      329.4   485.5    74.4   120.1   134.1   240.2   298.5   333.2   361.3   400.7   471.9   649.9  2783.5  7086.3 10938.2  85546.8    85651
read      301.9   329.4    68.9   115.3   127.8   240.8   302.3   340.4   373.6   419.0   484.9   604.9  1549.1  4730.8  7786.0  61887.6    61935
read      276.2   213.3    74.4   115.9   128.7   243.8   297.9   331.2   357.9   391.8   435.5   514.0   882.5  2901.0  6458.6  50127.4    50216
read      393.1   810.4    74.4   117.3   130.8   244.4   306.9   347.5   384.2   431.9   501.6   650.9  6163.7  7820.2  9101.7  72315.4    72251
read      273.2   216.6    74.4   114.3   126.6   229.2   289.5   325.7   356.3   397.6   460.8   565.0   901.7  2546.2  6039.0  71642.0    71798
read      270.9   181.0    80.4   127.9   145.6   250.8   292.6   315.2   331.8   351.0   376.2   419.1   857.3  2471.8  3854.0  19771.6    19701
read      289.0   219.0    74.4   123.1   140.7   264.8   316.4   343.5   363.4   386.0   414.3   461.8   914.0  2811.6  7668.9  24958.8    24952
read      297.6   495.4    74.4   117.3   130.3   229.9   284.0   313.0   334.4   361.3   399.3   484.5  1930.9  7172.8  8771.5  81772.0    81838
read      296.1   269.2    80.4   124.6   141.5   261.0   312.1   342.5   365.6   392.8   427.4   488.1  1097.4  3774.9  7875.4  26745.0    26648
read      288.9   232.2    74.4   124.7   142.3   264.3   314.9   342.0   361.8   384.4   412.3   459.2   832.4  3293.9  7840.5  24862.8    24837
read      301.6   266.5    74.4   119.8   136.9   269.2   327.4   359.2   381.1   405.1   436.4   493.2  1144.2  3713.0  7818.9  29494.0    29420
read      316.9   525.6    74.4   122.6   138.2   244.5   298.4   330.4   355.3   388.5   436.5   543.1  1441.5  7282.3  9211.3 103725.6   103882
read      354.6   683.4    74.4   115.3   128.1   237.0   297.0   334.9   366.8   410.6   474.1   590.7  4970.4  7559.9  8682.8  70048.8    70314
read      315.6   387.3    74.4   115.4   128.1   242.9   306.0   346.5   383.5   432.5   504.3   640.8  1778.7  6180.4  7986.6  61499.4    61679
read      279.6   246.8    74.4   117.3   130.1   245.3   296.5   326.5   350.6   384.0   430.0   516.3   986.4  3534.6  7768.5  49525.6    49557
read      224.5    73.7    80.4   134.1   150.5   223.9   245.8   257.6   266.6   275.6   290.0   311.6   367.1   584.3  3024.8  19196.2    19325
read      208.4    74.8    80.4   142.6   157.6   204.2   221.0   230.6   236.9   246.7   257.8   277.3   341.7   564.1  3160.4   9199.2     9128
read      238.1   139.3    74.4   115.9   128.6   218.0   267.9   294.2   313.0   334.9   363.3   407.9   539.6  1501.4  3792.9  94633.8    94933
read      286.2   231.0    74.4   126.6   143.9   259.7   308.7   336.1   356.1   379.2   408.5   458.7   881.7  3069.7  7931.0  24286.2    24327
read      343.2   659.2    74.4   114.2   126.8   234.7   296.0   337.8   373.4   422.7   486.9   598.4  4270.2  7768.9  9308.0  71931.6    71896
read      256.8   222.4    68.9   117.7   130.9   225.8   277.6   305.3   324.6   348.1   381.7   440.6   745.4  3404.7  7329.4  93713.4    93771
read      275.0   219.1    80.4   128.4   145.9   250.8   293.6   317.2   334.9   355.5   382.1   426.2   864.9  2931.7  7760.4  20332.0    20452
read      262.8   169.7    74.4   118.6   131.5   243.4   289.7   315.8   336.7   363.3   399.0   460.0   648.8  2152.6  4731.2  42406.8    42338
read      390.0   794.4    74.4   117.4   130.9   244.0   307.5   348.6   384.7   432.4   502.3   655.4  6093.4  7734.4 11559.2  72573.0    72627
read      318.8   449.9    74.4   116.5   129.7   233.0   292.6   328.4   358.4   401.0   481.9   652.4  2266.6  6232.3  8389.2  80653.8    80603
read      287.3   265.6    74.4   117.9   130.6   247.2   300.7   333.1   359.8   394.5   443.7   534.2  1091.9  3762.0  7610.1  49142.2    49049
read      261.5   236.8    74.4   118.0   131.1   226.4   279.2   307.8   328.6   354.3   390.8   464.5   873.8  3313.7  8135.2  92378.6    92305
read      270.1   210.1    74.4   113.7   125.7   237.9   292.8   324.5   350.9   386.2   432.6   512.5   797.6  2960.2  5936.6  56829.6    56889
read      345.2   693.7    74.4   116.9   130.3   234.0   290.1   321.7   346.6   380.6   432.8   550.9  5248.8  7467.6  9317.3  78035.0    78036
read      235.4   102.8    74.4   114.3   126.6   222.0   273.4   298.2   315.1   334.7   359.2   397.1   501.6   822.3  2121.4  71612.6    71583
read      235.0   106.1    68.9   114.8   126.9   220.9   272.7   297.6   314.4   333.9   358.5   397.0   499.4   828.3  2883.1  72712.4    72609
read      246.4   132.8    74.4   119.3   132.9   225.9   275.4   302.4   321.3   345.2   377.4   431.3   579.2  1307.1  2943.7 107539.2   107382
read      251.6   209.0    74.4   115.2   128.1   221.1   273.6   301.4   320.3   343.8   375.3   436.2   723.4  3098.9  6798.0  86359.4    86530
read      248.8   125.6    80.4   130.0   147.4   236.8   271.3   291.1   305.6   322.1   344.2   380.1   500.0  1764.4  4008.7  16592.0    16550
read      309.8   576.5    74.4   116.5   129.9   230.5   284.0   313.1   335.0   362.8   402.7   491.6  3247.1  7449.6  8834.7  84464.0    84534
read      262.7   175.4    74.4   112.4   124.0   227.0   286.6   321.3   351.2   392.7   448.8   535.7   712.4  1996.9  4770.2  72560.6    72631
read      271.8   250.7    74.4   113.9   126.2   240.3   292.5   323.9   349.5   382.0   424.9   496.4   732.1  3935.0  7946.3  49438.2    49291
read      281.6   274.4    74.4   112.6   124.5   236.0   296.3   334.1   365.4   405.5   462.0   558.6   959.4  3736.2  8071.5  62284.4    62175
read      245.8   160.9    74.4   116.2   129.2   223.1   275.6   302.3   320.4   342.3   371.2   422.5   595.5  2180.3  5052.6  80459.6    80213
read      256.0   142.8    80.4   136.3   155.3   243.7   277.5   296.6   311.2   327.9   349.4   386.6   504.6  1944.4  4352.4  16552.2    16566
