Timestamp start: 1778758032897
Timestamp end: 1778759163234

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      316.1   225.8    74.4   119.6   137.0   286.0   357.5   396.4   424.1   456.8   499.4   566.1   792.0  2800.7  7357.1  36984.6    36950
read      259.9   149.5    80.4   133.6   153.6   245.9   281.7   301.8   316.6   335.3   360.2   399.5   557.1  1964.9  4829.1  16736.6    16762
read      314.4   606.8    74.4   117.5   130.6   232.7   283.9   312.0   333.5   361.5   403.2   501.5  2590.2  7036.1 13534.3  79605.8    79473
read      297.9   301.5    74.4   115.4   128.3   242.2   300.9   337.8   369.8   415.4   482.1   602.5  1368.2  4560.4  7768.1  61237.4    61431
read      252.0   201.6    74.4   118.0   130.6   225.0   275.3   301.8   320.3   343.7   374.9   433.0   689.2  2829.5  6407.5  87361.0    87172
read      241.7   135.2    74.4   118.7   131.8   221.6   268.0   293.5   312.4   335.4   366.7   419.7   571.2  1475.7  3915.1 108303.6   108181
read      242.4   166.4    74.4   114.0   126.1   217.7   268.4   294.5   313.0   335.1   365.3   420.2   663.1  2256.5  4839.7  80555.2    80515
read      308.6   246.9    74.4   119.5   135.9   273.9   340.0   379.8   408.0   441.2   484.8   552.1   804.8  3612.2  7335.2  37041.4    37149
read      248.5   147.4    74.4   137.0   155.4   234.3   266.2   284.3   296.7   313.3   334.5   369.6   529.3  1925.0  7375.6  13454.0    13444
read      312.6   510.1    74.4   115.3   128.2   234.7   293.7   330.4   362.2   407.7   478.6   592.0  1546.9  6959.2  9493.0  72067.8    72057
read      272.0   185.5    74.4   114.0   126.2   231.8   293.7   333.4   367.9   415.2   480.2   572.0   746.6  1790.7  4875.1  70055.6    70041
read      249.0   148.4    74.4   117.0   129.9   223.5   273.8   300.7   319.6   343.3   376.0   438.4   741.6  1902.4  2974.8  90044.0    90162
read      278.0   177.3    74.4   117.3   130.4   249.4   305.1   339.0   366.9   402.4   452.0   535.6   783.6  1906.0  5024.7  52082.4    52082
read      283.0   155.1    80.4   126.0   144.5   264.6   313.6   341.2   361.8   385.7   416.3   465.9   657.7  2209.8  3231.1  24177.8    24258
read      297.1   506.3    74.4   117.4   130.6   234.6   285.7   312.1   331.9   357.1   395.3   483.2  1508.6  7181.4 10102.4  71896.8    72013
read      279.7   196.3    68.9   115.6   128.5   244.1   302.2   338.9   370.0   411.4   468.2   560.6   829.8  2216.0  5177.1  57893.0    58012
read      270.3   186.1    74.4   117.0   130.0   246.5   296.5   326.6   350.2   381.3   422.1   486.9   691.8  2680.9  4715.3  45347.2    45398
read      277.9   192.3    74.4   117.0   130.2   248.2   301.8   335.2   362.6   397.0   442.7   521.4   801.4  2531.3  4332.2  50398.8    50177
read      308.2   207.6    74.4   122.3   139.8   278.7   342.1   379.8   405.8   437.0   478.5   546.3   842.6  2821.7  5230.2  34521.0    34504
read      322.5   467.7    74.4   118.0   131.7   249.2   310.6   350.6   385.2   430.8   494.8   604.4  1646.3  6617.5  8878.3  65987.8    66010
read      247.3   171.6    74.4   115.9   128.6   225.7   275.6   300.8   318.2   339.6   368.4   421.3   656.4  2238.3  4620.8  73837.4    73937
read      283.0   232.0    74.4   115.8   128.5   245.4   302.7   338.3   368.0   406.5   459.9   546.8   882.9  3461.8  7047.4  55005.2    55020
read      261.5   156.9    74.4   115.3   127.7   240.8   293.4   323.5   347.5   379.6   422.5   486.9   627.2  1523.1  4594.5  53188.0    53235
read      251.3   199.9    74.4   117.6   130.7   223.4   272.1   298.3   317.5   341.6   374.3   434.1   680.9  2913.1  6810.7  97827.2    97743
read      218.7    89.0    86.8   146.5   160.2   209.0   228.2   238.9   248.3   259.3   273.7   301.0   448.0  1249.7  2918.6   5338.6     5419
read      255.9   131.3    74.4   134.1   153.6   243.2   278.5   297.5   312.1   328.9   350.7   388.8   564.6  1588.1  2978.0  14664.6    14764
read      230.7   137.8    80.4   143.8   159.6   219.0   242.2   255.7   266.4   278.2   294.8   323.9   481.8  1547.7  4851.3   7462.0     7451
read      266.3   144.9    74.4   117.1   129.8   245.9   296.7   326.8   350.8   382.4   425.0   494.3   665.0  1646.1  3179.0  48212.8    48208
read      261.7   144.9    80.4   133.7   153.3   246.6   284.0   304.8   319.3   338.5   363.8   402.5   580.7  1932.4  4923.2  16167.6    16149
read      287.3   486.8    74.4   116.1   128.8   226.2   278.0   305.5   325.2   350.0   387.5   465.7  1147.5  6695.2  8735.8  79177.6    78989
read      264.8   203.9    74.4   128.1   145.9   245.5   284.2   305.6   320.6   340.2   365.6   405.6   682.1  2724.8  7783.6  18869.6    18886
read      311.5   538.7    68.9   114.6   127.7   231.6   287.7   318.9   343.7   377.8   433.2   549.8  2268.9  6985.2  8421.6  75900.6    75954
read      259.3   174.5    74.4   114.5   127.3   240.6   287.5   314.3   335.3   361.6   396.3   453.5   634.3  2125.4  5375.6  44395.4    44409
read      250.7   144.3    74.4   129.7   147.6   235.6   269.8   289.1   303.2   319.6   342.1   379.8   587.3  2138.5  3710.0  16429.6    16431
read      330.9   582.6    68.9   117.2   130.6   234.6   289.4   320.7   345.8   382.0   441.1   586.7  3356.8  7167.7  9464.2  85665.6    85707
read      279.2   299.7    74.4   112.4   124.3   240.2   295.4   328.7   356.0   391.8   439.7   521.7   824.6  5174.9  8094.9  58214.4    58253
read      248.5   208.8    74.4   116.3   129.3   218.8   266.5   292.6   311.7   334.8   366.5   425.4   729.8  3204.1  6609.5 103683.0   103867
read      263.0   148.3    74.4   127.2   144.4   246.6   286.8   310.0   327.0   347.2   375.2   420.1   602.9  1912.2  3350.6  21757.0    21604
read      294.1   486.7    74.4   116.0   129.2   226.3   277.3   305.4   325.9   352.5   392.1   483.7  1896.8  6894.9  8397.3  90594.6    90401
read      229.8   114.8    68.9   113.2   124.8   213.0   263.2   288.3   305.9   326.0   351.9   394.3   506.8   921.2  2517.3  84510.8    84467
read      233.9   124.4    74.4   114.8   127.2   214.3   262.3   287.9   306.2   327.8   356.7   402.7   544.5  1322.0  3718.3  99850.8    99700
read      283.7   161.5    74.4   118.1   134.9   264.0   319.2   352.2   375.6   402.2   436.2   490.8   632.6  2161.0  3693.7  32008.4    32052
read      253.7   155.4    74.4   127.2   144.5   237.9   274.3   295.2   310.3   327.8   350.8   388.3   582.8  2403.4  4501.8  18218.6    18173
read      300.4   400.6    74.4   112.3   124.3   234.3   293.6   328.6   358.8   400.5   461.1   571.5  1760.2  6171.8  8088.6  67774.8    67789
read      272.6   257.0    68.9   113.3   125.2   239.7   293.0   323.6   348.5   381.1   424.2   498.8   810.9  3873.4  8102.0  51944.0    51929
read      239.5   201.5    74.4   112.8   124.7   214.8   265.9   292.1   310.5   332.1   360.9   410.1   585.9  3133.3  7368.8  83999.0    83850
read      252.7   138.5    74.4   126.6   143.6   240.0   277.6   297.7   312.7   330.0   352.0   389.0   538.3  1907.3  3119.7  18696.0    18614
read      277.4   215.3    74.4   119.8   136.1   252.7   298.7   326.5   347.0   372.8   406.0   460.4   800.3  2840.4  7956.5  29271.6    29315
read      333.8   629.1    68.9   119.7   134.9   239.4   290.2   320.7   346.0   381.3   434.4   532.4  3458.2  7653.2  9813.0 107710.0   108090
read      269.0   171.8    74.4   119.9   136.7   251.0   296.3   322.6   342.5   366.1   395.2   438.1   623.6  2272.5  7144.6  27015.0    27024
read      297.0   296.5    68.9   113.9   127.3   250.0   306.3   341.8   371.4   409.5   462.6   560.1  1404.2  4098.8  7803.4  49899.4    49907
read      220.3    96.2    80.4   135.1   150.9   211.4   233.9   247.6   257.1   269.1   284.6   310.2   424.6  1434.7  2509.9   9176.6     9150
read      289.3   190.6    74.4   116.5   132.7   264.9   321.7   355.9   380.3   408.2   443.3   501.6   800.9  2468.1  4000.5  34128.2    34328
read      268.9   183.7    74.4   113.2   125.6   242.1   295.2   326.8   352.7   386.5   431.5   505.2   726.5  2453.7  4853.9  51794.2    51881
read      240.2   121.7    80.4   130.2   148.2   228.6   259.1   275.8   289.1   304.4   324.2   359.1   493.8  1808.8  3468.1  14525.0    14569
read      274.6   421.1    68.9   114.3   126.6   222.5   274.0   301.9   321.7   347.0   386.0   467.5   942.4  6812.7  8639.2  81350.2    81517
read      229.4   115.7    74.4   113.3   124.9   214.6   264.6   289.2   306.1   325.1   349.2   388.8   480.2   737.2  4003.7  78616.6    78694
read      247.6   226.9    74.4   114.0   126.3   215.7   265.8   292.1   311.4   334.5   366.2   425.4   737.9  3279.5  7513.7  93228.6    93409
read      305.5   252.4    74.4   113.6   128.9   270.7   339.0   377.3   403.5   434.1   472.0   538.3  1031.2  3437.3  7439.9  39106.0    39093
read      249.5   131.8    74.4   124.9   141.9   236.4   273.4   294.1   309.4   326.7   348.4   386.1   512.8  1872.3  2984.0  18709.2    18729
read      314.5   509.2    74.4   111.9   123.7   231.9   291.8   327.6   358.3   399.9   461.0   569.7  2808.3  6615.8  8113.0  70557.8    70818
read      272.1   196.2    74.4   123.8   141.9   254.1   298.3   322.2   339.7   360.5   387.1   429.3   612.2  2922.2  6875.1  21992.0    21942
read      313.8   582.6    68.9   116.3   129.8   229.7   281.0   310.1   332.3   361.7   403.9   500.6  3276.7  7084.1  9191.5  91812.2    91810
read      302.9   214.8    68.9   114.0   129.7   274.2   342.5   381.5   408.6   439.2   477.9   540.7   792.5  2861.1  7149.9  39690.4    39588
read      323.5   314.5    74.4   113.9   129.8   280.4   355.0   395.4   423.6   456.0   498.5   568.8  1270.4  4563.8  7950.6  40889.4    40957
read      284.8   294.1    68.9   112.6   124.6   236.7   292.9   325.5   352.4   390.1   445.0   548.7  1261.4  4256.5  7741.5  62764.8    62645
read      244.5   129.0    80.4   129.1   147.1   231.9   264.0   282.0   294.9   311.3   332.6   368.4   518.1  2029.9  3798.2  15439.0    15539
read      317.0   534.2    74.4   121.8   137.2   242.0   293.4   323.3   346.9   379.6   429.4   530.7  3019.3  6899.6  8683.6 107269.6   107672
read      284.6   193.1    74.4   116.3   132.3   262.4   318.0   350.6   373.2   399.9   433.5   486.2   690.3  2372.2  7123.5  32872.0    32954
read      274.9   196.4    74.4   112.6   124.7   241.6   299.7   335.1   364.8   403.7   457.9   545.1   794.5  2436.9  6027.9  58862.2    58866
read      268.2   145.9    74.4   121.8   139.5   252.0   296.8   322.2   340.7   362.4   390.0   434.0   627.5  1878.1  4093.2  23735.4    23739
read      267.2   176.8    68.9   113.0   125.2   241.3   293.7   324.2   349.2   383.3   429.8   504.8   728.2  2304.2  4018.4  54702.2    54701
read      278.5   220.8    74.4   113.2   125.4   241.6   298.8   334.0   364.1   404.2   461.7   554.0   862.4  3031.9  7481.8  60731.8    60706
read      254.0   177.8    74.4   113.7   125.7   225.9   279.9   307.8   328.2   354.7   394.2   474.1   711.8  2317.4  5148.2  72508.8    72350
read      276.3   206.1    74.4   113.0   125.5   242.9   297.9   332.3   360.6   397.5   449.0   537.1   876.5  2834.1  5620.2  58717.6    58661
read      293.5   206.7    74.4   117.2   133.4   264.5   322.1   358.7   385.2   416.2   455.4   519.3   853.4  2746.7  4660.4  35045.6    34912
read      264.0   331.3    74.4   116.9   130.2   224.3   273.9   301.4   321.0   346.3   383.5   453.0   732.4  6265.2  8467.2 103475.0   103268
read      294.8   198.2    74.4   114.7   130.3   267.6   330.3   368.1   395.2   426.2   465.0   529.0   736.6  2630.9  5198.8  38639.4    38703
read      301.1   567.9    74.4   114.8   127.5   224.1   275.9   304.3   324.5   350.0   388.0   467.0  2761.4  7301.3  8774.7  83388.8    83358
read      276.1   206.3    68.9   114.0   126.7   244.5   299.2   332.8   360.9   398.1   449.8   536.4   831.1  2478.2  6049.3  57441.8    57408
read      355.4   731.2    74.4   118.4   132.2   236.7   289.9   319.7   343.1   373.7   423.7   539.8  5136.3  7742.8 11896.6  86705.8    86837
read      293.8   201.1    74.4   118.6   135.5   268.1   326.8   361.5   386.4   414.7   450.7   507.1   738.1  2808.3  6055.9  33386.4    33517
read      291.2   357.5    74.4   112.9   125.2   236.1   293.4   327.6   356.5   395.9   453.0   547.4  1370.8  5361.4  7987.4  66132.6    66204
read      349.2   681.7    74.4   114.4   127.6   237.9   297.1   334.1   365.3   406.9   469.1   589.1  5194.8  7545.6  8593.4  73872.6    73758
read      268.6   287.8    74.4   118.2   131.5   227.7   277.6   305.7   326.5   353.0   392.2   470.3  1041.7  4043.0  8103.7  99769.2    99742
read      251.5   152.2    74.4   121.3   135.4   228.6   275.2   301.6   320.5   345.0   378.9   436.6   633.5  1886.0  4243.5 109392.4   109462
read      243.3   119.2    74.4   118.6   131.6   223.6   272.2   298.2   317.2   340.2   370.8   424.6   590.8  1254.5  2450.7  94539.8    94453
read      278.5   218.4    74.4   119.8   133.5   252.3   303.2   334.5   359.3   390.3   431.3   502.8   743.2  2330.8  7995.2  44029.0    44096
read      256.9   233.5    74.4   118.4   131.5   224.6   273.4   299.8   319.2   343.8   378.3   442.7   754.4  3485.3  7696.6 100448.4   100467
read      232.1   164.8    74.4   141.5   159.5   218.4   240.0   252.8   262.8   273.5   290.8   318.0   466.9  2846.3  7621.1   8593.0     8576
read      268.0   219.9    74.4   115.7   128.4   240.3   293.9   324.0   347.5   380.1   426.2   502.7   729.1  2507.2  9456.9  59250.2    59359
read      222.4    95.3    86.8   142.3   157.4   213.6   234.9   248.1   257.4   269.2   284.7   310.8   399.5  1520.3  2602.2   7645.2     7614
read      308.7   332.3    74.4   115.4   128.7   247.1   308.8   347.6   384.0   433.1   506.6   628.7  1490.9  4320.2  8404.4  60074.2    60329
read      299.3   297.7    74.4   117.6   131.5   255.2   311.5   346.4   375.2   411.4   461.0   552.7  1172.2  4404.3  7890.1  43797.0    43762
read      352.0   565.7    74.4   115.6   128.9   242.9   306.0   347.7   388.1   444.0   526.7   712.0  3131.9  7460.6 10685.7  66898.4    67038
read      289.2   252.3    80.4   121.6   139.1   261.2   311.5   339.2   359.5   383.0   413.1   462.5   961.3  3457.8  7914.5  25922.4    26095
read      375.7   703.5    74.4   117.5   131.2   244.5   304.8   343.9   378.0   427.1   505.7   695.2  4745.2  7690.4 10010.5  71159.0    71173
read      245.9   141.6    74.4   120.1   134.1   225.6   271.5   296.8   315.7   339.1   370.7   425.4   578.6  1757.9  4765.6 109578.0   109276
read      242.7   159.3    80.4   133.1   151.2   227.1   257.0   273.7   287.1   302.3   321.6   357.3   554.9  2242.7  7175.4  13171.2    13150
read      348.9   541.1    74.4   114.9   128.1   247.7   311.0   354.2   393.9   446.9   526.7   695.6  3084.3  7224.9  8442.6  61107.0    61250
read      243.3   182.0    74.4   114.7   126.9   217.1   267.7   294.2   313.3   336.3   367.2   424.4   674.2  2388.6  6826.4  84558.2    84472
read      232.6    96.8    74.4   115.0   127.3   217.8   267.2   292.4   310.0   330.3   356.8   398.3   503.6   713.1  1299.3  82153.2    82226
read      288.7   270.6    74.4   120.8   138.1   258.5   308.7   337.6   358.8   383.3   414.6   465.1   902.2  4216.9  7895.7  27769.8    27671
read      321.2   571.6    68.9   121.1   136.0   242.6   296.8   329.3   354.5   387.4   434.0   544.3  1844.3  7519.3 10047.4  98662.4    98736
read      242.6   152.6    74.4   118.2   131.4   221.8   268.7   294.0   312.7   335.4   366.3   418.9   564.3  1923.5  5682.5 106375.6   106314
read      238.3   128.6    74.4   117.1   130.0   218.5   265.3   290.6   309.1   331.3   361.7   412.4   553.8  1585.7  3077.5 105008.2   105027
read      240.4   134.0    74.4   117.9   130.9   220.8   268.6   294.2   312.7   335.0   364.8   414.3   549.7  1541.1  3828.6  96950.6    96867
read      233.9   104.6    74.4   115.4   128.0   216.9   266.0   291.4   309.4   330.3   358.1   402.4   525.6   949.4  1913.3  89642.0    89493
read      280.0   232.0    74.4   115.1   127.9   244.6   297.5   330.0   356.9   392.6   441.2   528.3   991.8  3209.1  7416.9  50705.4    50538
read      273.7   187.7    80.4   127.1   145.2   251.8   295.9   320.1   338.8   360.7   388.7   432.1   811.0  2485.4  7523.5  22091.6    22083
read      339.0   470.4    74.4   117.2   131.5   259.8   320.9   363.0   397.9   441.6   506.4   640.5  2176.4  7368.3  9371.8  48655.8    48618
read      252.2   220.7    74.4   116.8   129.7   220.8   270.0   296.4   316.0   340.3   373.6   439.3   761.1  3338.0  6927.2  94162.6    94298
read      290.5   268.3    74.4   114.8   127.8   242.1   302.0   339.9   371.5   414.9   474.4   579.8  1214.5  3190.4  7799.4  63553.6    63579
read      295.5   308.2    74.4   115.9   128.8   242.0   303.9   343.4   376.9   423.5   487.1   591.8  1141.8  4241.7  9854.8  64582.6    64573
read      268.0   277.1    74.4   116.1   128.8   226.7   279.2   306.5   326.1   351.1   389.7   483.3  1053.1  4170.7  7603.3  77097.6    77178
read      292.6   228.8    74.4   122.5   140.1   268.0   320.2   351.3   373.4   400.3   434.0   489.2   694.0  3357.3  7758.0  29819.4    29824
read      312.5   406.3    74.4   114.6   127.3   240.6   301.4   340.3   374.5   424.7   494.7   622.6  1817.0  6158.2  9540.3  64550.8    64495
read      344.8   534.8    74.4   128.5   147.7   260.7   306.9   333.2   352.5   376.8   413.2   525.9  2814.7  7643.2  9109.8  20912.4    20917
read      362.6   764.6    74.4   118.5   132.7   240.2   293.7   326.3   352.8   390.4   450.0   581.9  4590.2  9341.2 13762.7  85742.0    85651
read      313.9   414.4    74.4   115.4   128.2   244.5   306.9   346.9   383.6   430.6   499.0   624.3  1676.4  6046.1 12131.0  62046.8    61935
read      285.2   280.9    74.4   115.2   128.1   245.6   299.6   333.3   361.1   396.9   444.4   526.1   997.0  3901.0  7821.4  50354.8    50216
read      378.3   757.2    74.4   115.5   129.0   242.3   304.0   346.2   385.0   436.9   508.3   639.7  6012.7  7747.9  9351.0  72190.4    72251
read      287.8   339.4    74.4   115.2   127.8   231.3   287.7   319.1   344.9   382.2   444.0   571.8  1398.9  4980.0  9499.8  71668.6    71798
read      269.9   198.8    80.4   130.4   148.6   246.7   286.1   309.6   326.9   347.4   374.4   422.1   744.4  2789.6  7663.9  19765.0    19701
read      292.4   266.8    74.4   125.9   143.8   258.3   307.9   336.5   357.9   383.3   415.5   468.7  1070.6  3631.1  7897.2  24880.0    24952
read      303.6   538.3    74.4   116.5   129.6   230.2   281.7   309.8   330.8   357.8   398.5   493.3  2308.6  7386.3  9180.5  81601.2    81838
read      290.5   248.7    80.4   124.0   141.6   259.5   309.5   338.8   360.9   386.7   419.7   472.3  1010.3  3350.2  7950.8  26622.6    26648
read      286.5   222.4    74.4   125.9   144.0   256.7   305.7   334.7   356.4   381.9   413.8   467.0   933.5  3174.1  7135.3  24927.6    24837
read      307.0   285.9    74.4   120.7   138.1   272.3   331.8   363.4   385.6   411.4   445.1   502.7  1127.3  3811.9  7944.5  29494.8    29420
read      291.8   440.5    74.4   119.9   134.1   233.8   284.5   313.6   336.4   366.5   412.5   515.5  1115.6  6813.1  9482.3 103906.8   103882
read      288.7   325.4    74.4   113.8   125.9   232.9   293.8   332.8   367.3   416.0   483.2   584.6   948.3  5937.7  7868.7  70307.8    70314
read      308.5   403.9    74.4   113.6   125.9   241.4   302.4   342.4   378.1   425.9   490.7   600.3  1575.8  6194.1  8107.9  61655.4    61679
read      295.5   373.4    74.4   115.3   128.6   248.5   304.1   339.3   367.8   403.1   450.4   533.9  1072.7  6144.4 11745.9  49702.8    49557
read      273.1   204.9    80.4   129.9   148.8   254.3   295.9   318.7   335.7   355.5   381.9   427.1   636.2  2678.0  8095.6  19301.8    19325
read      230.8   132.8    80.4   138.7   155.1   217.7   242.6   256.9   267.9   280.4   296.7   326.4   512.1  1953.8  4651.5   9109.6     9128
read      270.4   393.7    74.4   117.0   130.1   224.7   273.6   300.6   320.0   344.6   379.7   446.5   754.4  6442.2  8908.5  94619.6    94933
read      286.5   224.8    80.4   125.1   143.8   259.1   307.9   335.5   355.5   378.9   409.4   460.5   882.4  3225.1  7576.5  24266.2    24327
read      346.0   590.6    74.4   116.0   129.3   242.8   304.3   345.1   382.8   434.6   510.3   641.7  3238.6  7287.4  8666.4  71889.8    71896
read      255.8   244.5    74.4   115.9   128.8   221.7   271.4   297.9   317.5   341.7   374.6   443.0   882.2  3467.4  8880.6  93837.2    93771
read      264.0   166.3    80.4   129.4   147.4   242.8   282.1   305.2   322.1   343.7   372.2   421.4   689.3  2319.9  3890.6  20401.0    20452
read      266.3   211.4    74.4   116.9   129.8   241.9   287.4   313.7   334.7   361.8   398.5   459.0   715.5  3080.2  6343.6  42491.0    42338
read      392.9   790.6    74.4   117.6   131.5   245.7   306.9   349.1   388.5   441.3   514.4   671.1  6031.3  8048.9 11497.9  72552.4    72627
read      284.5   340.9    74.4   117.5   130.8   229.5   283.0   312.4   334.9   364.4   412.0   546.3  1408.8  4996.5  9247.8  80579.8    80603
read      289.7   311.2    74.4   118.1   131.8   249.6   302.0   335.0   362.5   398.4   447.9   534.0   997.6  4115.4  9696.8  49151.8    49049
read      265.1   279.1    74.4   116.8   130.3   226.1   276.7   304.2   323.9   348.8   385.7   460.9   914.4  3942.6  7924.1  92386.0    92305
read      270.9   176.7    74.4   113.3   125.4   239.9   296.0   330.8   360.5   399.7   453.1   537.1   766.3  1937.5  4087.0  56770.0    56889
read      344.3   717.1    74.4   116.9   130.4   234.0   285.9   314.7   337.3   366.8   412.7   514.0  6014.2  7557.3  9179.7  77918.4    78036
read      232.1   110.8    74.4   114.0   125.8   219.3   268.3   291.8   308.1   326.5   349.6   388.3   487.9   949.4  3349.3  71509.2    71583
read      230.3    96.4    68.9   113.6   125.3   218.2   267.8   291.6   308.0   326.2   349.1   386.5   475.1   762.6  1626.2  72703.0    72609
read      239.4   117.9    74.4   117.6   130.8   221.2   267.7   292.8   311.3   333.7   364.5   416.6   551.2  1191.2  2919.4 107293.6   107382
read      246.8   227.4    74.4   113.3   125.3   216.9   267.0   293.3   312.2   334.9   366.1   425.3   706.1  3533.7  6549.4  86585.6    86530
read      252.8   161.9    74.4   130.9   149.0   235.2   270.2   290.5   305.9   323.9   348.4   389.2   578.6  2147.2  7493.3  16615.2    16550
read      286.9   468.7    74.4   115.1   128.1   226.1   277.2   305.0   325.3   351.3   391.1   475.2  1265.8  6827.9  8666.2  84574.0    84534
read      265.1   189.2    74.4   111.7   122.9   225.1   285.6   321.4   353.6   397.8   459.4   548.6   741.7  2469.0  5491.6  72558.8    72631
read      271.4   211.7    74.4   114.3   126.8   243.3   295.0   326.4   352.3   385.2   428.0   496.5   733.7  2847.3  7476.4  49430.6    49291
read      284.3   241.4    74.4   113.5   125.9   240.7   301.0   339.7   372.6   416.3   474.1   571.2   985.5  3178.5  7268.6  62303.0    62175
read      239.2   142.6    74.4   114.6   126.9   219.2   269.3   294.9   312.8   334.0   362.0   408.0   582.3  1792.8  3884.6  80199.0    80213
read      249.9   118.8    80.4   128.7   147.0   238.6   274.2   294.0   308.5   324.8   345.9   382.2   502.0  1632.9  3965.2  16705.6    16566
